experimento,algoritmo,secuencia1,secuencia2,longitud1,longitud2,tiempo,celdas,score
SW_random,SW_ASM_SSE,../sequences/random/seq_19000_4.fasta,../sequences/random/seq_19000_2.fasta,19001,19001,670102,361323072,2158
SW_random,SW_ASM_AVX,../sequences/random/seq_19000_4.fasta,../sequences/random/seq_19000_2.fasta,19001,19001,562062,361475136,2158
SW_random,SW_ASM_AVX512,../sequences/random/seq_19000_4.fasta,../sequences/random/seq_19000_2.fasta,19001,19001,478329,361779264,2158
NW_random,NW_C_LIN,../sequences/random/seq_19000_4.fasta,../sequences/random/seq_19000_2.fasta,19001,19001,1001276,361057002,2136
NW_random,NW_C_SSE,../sequences/random/seq_19000_4.fasta,../sequences/random/seq_19000_2.fasta,19001,19001,563302,361323072,2136
NW_random,NW_C_AVX,../sequences/random/seq_19000_4.fasta,../sequences/random/seq_19000_2.fasta,19001,19001,559096,361475136,2136
NW_random,NW_C_AVX512,../sequences/random/seq_19000_4.fasta,../sequences/random/seq_19000_2.fasta,19001,19001,714032,361779264,2136
NW_random,NW_ASM_SSE,../sequences/random/seq_19000_4.fasta,../sequences/random/seq_19000_2.fasta,19001,19001,571471,361323072,2136
NW_random,NW_ASM_AVX,../sequences/random/seq_19000_4.fasta,../sequences/random/seq_19000_2.fasta,19001,19001,495079,361475136,2136
NW_random,NW_ASM_AVX512,../sequences/random/seq_19000_4.fasta,../sequences/random/seq_19000_2.fasta,19001,19001,434039,361779264,2136
SW_random,SW_C_LIN,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_10.fasta,22001,22001,1426745,484066002,2475
SW_random,SW_C_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_10.fasta,22001,22001,834549,484374072,2475
SW_random,SW_C_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_10.fasta,22001,22001,789465,484726272,2475
SW_random,SW_C_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_10.fasta,22001,22001,1087260,485078528,2475
SW_random,SW_ASM_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_10.fasta,22001,22001,902357,484374072,2475
SW_random,SW_ASM_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_10.fasta,22001,22001,751291,484726272,2475
SW_random,SW_ASM_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_10.fasta,22001,22001,638085,485078528,2475
NW_random,NW_C_LIN,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_10.fasta,22001,22001,1339342,484066002,2408
NW_random,NW_C_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_10.fasta,22001,22001,749774,484374072,2408
NW_random,NW_C_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_10.fasta,22001,22001,749005,484726272,2408
NW_random,NW_C_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_10.fasta,22001,22001,956197,485078528,2408
NW_random,NW_ASM_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_10.fasta,22001,22001,765866,484374072,2408
NW_random,NW_ASM_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_10.fasta,22001,22001,663722,484726272,2408
NW_random,NW_ASM_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_10.fasta,22001,22001,580106,485078528,2408
SW_random,SW_C_LIN,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_5.fasta,22001,22001,1416176,484066002,2459
SW_random,SW_C_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_5.fasta,22001,22001,835912,484374072,2459
SW_random,SW_C_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_5.fasta,22001,22001,790192,484726272,2459
SW_random,SW_C_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_5.fasta,22001,22001,1077053,485078528,2459
SW_random,SW_ASM_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_5.fasta,22001,22001,896148,484374072,2459
SW_random,SW_ASM_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_5.fasta,22001,22001,751545,484726272,2459
SW_random,SW_ASM_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_5.fasta,22001,22001,633136,485078528,2459
NW_random,NW_C_LIN,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_5.fasta,22001,22001,1340723,484066002,2425
NW_random,NW_C_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_5.fasta,22001,22001,749637,484374072,2425
NW_random,NW_C_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_5.fasta,22001,22001,748519,484726272,2425
NW_random,NW_C_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_5.fasta,22001,22001,956147,485078528,2425
NW_random,NW_ASM_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_5.fasta,22001,22001,765687,484374072,2425
NW_random,NW_ASM_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_5.fasta,22001,22001,669419,484726272,2425
NW_random,NW_ASM_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_5.fasta,22001,22001,582003,485078528,2425
SW_random,SW_C_LIN,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_1.fasta,22001,22001,1413574,484066002,2497
SW_random,SW_C_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_1.fasta,22001,22001,826598,484374072,2497
SW_random,SW_C_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_1.fasta,22001,22001,789489,484726272,2497
SW_random,SW_C_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_1.fasta,22001,22001,1087057,485078528,2497
SW_random,SW_ASM_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_1.fasta,22001,22001,902781,484374072,2497
SW_random,SW_ASM_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_1.fasta,22001,22001,752162,484726272,2497
SW_random,SW_ASM_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_1.fasta,22001,22001,638249,485078528,2497
NW_random,NW_C_LIN,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_1.fasta,22001,22001,1338905,484066002,2467
NW_random,NW_C_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_1.fasta,22001,22001,750350,484374072,2467
NW_random,NW_C_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_1.fasta,22001,22001,748323,484726272,2467
NW_random,NW_C_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_1.fasta,22001,22001,958823,485078528,2467
NW_random,NW_ASM_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_1.fasta,22001,22001,765569,484374072,2467
NW_random,NW_ASM_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_1.fasta,22001,22001,669469,484726272,2467
NW_random,NW_ASM_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_1.fasta,22001,22001,582778,485078528,2467
SW_random,SW_C_LIN,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_9.fasta,22001,22001,1414254,484066002,2495
SW_random,SW_C_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_9.fasta,22001,22001,834340,484374072,2495
SW_random,SW_C_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_9.fasta,22001,22001,789124,484726272,2495
SW_random,SW_C_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_9.fasta,22001,22001,1087512,485078528,2495
SW_random,SW_ASM_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_9.fasta,22001,22001,902287,484374072,2495
SW_random,SW_ASM_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_9.fasta,22001,22001,745144,484726272,2495
SW_random,SW_ASM_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_9.fasta,22001,22001,633285,485078528,2495
NW_random,NW_C_LIN,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_9.fasta,22001,22001,1328748,484066002,2441
NW_random,NW_C_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_9.fasta,22001,22001,744189,484374072,2441
NW_random,NW_C_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_9.fasta,22001,22001,741407,484726272,2441
NW_random,NW_C_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_9.fasta,22001,22001,946371,485078528,2441
NW_random,NW_ASM_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_9.fasta,22001,22001,760597,484374072,2441
NW_random,NW_ASM_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_9.fasta,22001,22001,663574,484726272,2441
NW_random,NW_ASM_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_9.fasta,22001,22001,576346,485078528,2441
SW_random,SW_C_LIN,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_4.fasta,22001,22001,1425572,484066002,2468
SW_random,SW_C_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_4.fasta,22001,22001,835112,484374072,2468
SW_random,SW_C_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_4.fasta,22001,22001,782415,484726272,2468
SW_random,SW_C_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_4.fasta,22001,22001,1076970,485078528,2468
SW_random,SW_ASM_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_4.fasta,22001,22001,895618,484374072,2468
SW_random,SW_ASM_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_4.fasta,22001,22001,745479,484726272,2468
SW_random,SW_ASM_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_4.fasta,22001,22001,634940,485078528,2468
NW_random,NW_C_LIN,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_4.fasta,22001,22001,1328611,484066002,2415
NW_random,NW_C_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_4.fasta,22001,22001,744779,484374072,2415
NW_random,NW_C_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_4.fasta,22001,22001,741442,484726272,2415
NW_random,NW_C_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_4.fasta,22001,22001,950726,485078528,2415
NW_random,NW_ASM_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_4.fasta,22001,22001,761131,484374072,2415
NW_random,NW_ASM_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_4.fasta,22001,22001,663412,484726272,2415
NW_random,NW_ASM_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_4.fasta,22001,22001,581896,485078528,2415
SW_random,SW_C_LIN,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_3.fasta,22001,22001,1424172,484066002,2475
SW_random,SW_C_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_3.fasta,22001,22001,835242,484374072,2475
SW_random,SW_C_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_3.fasta,22001,22001,782802,484726272,2475
SW_random,SW_C_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_3.fasta,22001,22001,1077467,485078528,2475
SW_random,SW_ASM_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_3.fasta,22001,22001,897836,484374072,2475
SW_random,SW_ASM_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_3.fasta,22001,22001,744167,484726272,2475
SW_random,SW_ASM_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_3.fasta,22001,22001,638519,485078528,2475
NW_random,NW_C_LIN,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_3.fasta,22001,22001,1340183,484066002,2435
NW_random,NW_C_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_3.fasta,22001,22001,750282,484374072,2435
NW_random,NW_C_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_3.fasta,22001,22001,742079,484726272,2435
NW_random,NW_C_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_3.fasta,22001,22001,948055,485078528,2435
NW_random,NW_ASM_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_3.fasta,22001,22001,766036,484374072,2435
NW_random,NW_ASM_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_3.fasta,22001,22001,669539,484726272,2435
NW_random,NW_ASM_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_3.fasta,22001,22001,595794,485078528,2435
SW_random,SW_C_LIN,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_8.fasta,22001,22001,1426833,484066002,2527
SW_random,SW_C_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_8.fasta,22001,22001,828336,484374072,2527
SW_random,SW_C_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_8.fasta,22001,22001,782399,484726272,2527
SW_random,SW_C_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_8.fasta,22001,22001,1077380,485078528,2527
SW_random,SW_ASM_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_8.fasta,22001,22001,901843,484374072,2527
SW_random,SW_ASM_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_8.fasta,22001,22001,745828,484726272,2527
SW_random,SW_ASM_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_8.fasta,22001,22001,637172,485078528,2527
NW_random,NW_C_LIN,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_8.fasta,22001,22001,1339911,484066002,2516
NW_random,NW_C_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_8.fasta,22001,22001,750141,484374072,2516
NW_random,NW_C_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_8.fasta,22001,22001,748341,484726272,2516
NW_random,NW_C_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_8.fasta,22001,22001,958001,485078528,2516
NW_random,NW_ASM_SSE,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_8.fasta,22001,22001,760396,484374072,2516
NW_random,NW_ASM_AVX,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_8.fasta,22001,22001,664696,484726272,2516
NW_random,NW_ASM_AVX512,../sequences/random/seq_22000_7.fasta,../sequences/random/seq_22000_8.fasta,22001,22001,580837,485078528,2516
SW_random,SW_C_LIN,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_8.fasta,6001,6001,106516,36018002,678
SW_random,SW_C_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_8.fasta,6001,6001,62212,36102072,678
SW_random,SW_C_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_8.fasta,6001,6001,58865,36198272,678
SW_random,SW_C_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_8.fasta,6001,6001,81086,36294528,678
SW_random,SW_ASM_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_8.fasta,6001,6001,67320,36102072,678
SW_random,SW_ASM_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_8.fasta,6001,6001,56031,36198272,678
SW_random,SW_ASM_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_8.fasta,6001,6001,47771,36294528,678
NW_random,NW_C_LIN,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_8.fasta,6001,6001,99770,36018002,651
NW_random,NW_C_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_8.fasta,6001,6001,56163,36102072,651
NW_random,NW_C_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_8.fasta,6001,6001,55867,36198272,651
NW_random,NW_C_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_8.fasta,6001,6001,71462,36294528,651
NW_random,NW_ASM_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_8.fasta,6001,6001,58100,36102072,651
NW_random,NW_ASM_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_8.fasta,6001,6001,49943,36198272,651
NW_random,NW_ASM_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_8.fasta,6001,6001,44142,36294528,651
SW_random,SW_C_LIN,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_5.fasta,6001,6001,106558,36018002,690
SW_random,SW_C_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_5.fasta,6001,6001,62221,36102072,690
SW_random,SW_C_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_5.fasta,6001,6001,58982,36198272,690
SW_random,SW_C_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_5.fasta,6001,6001,80999,36294528,690
SW_random,SW_ASM_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_5.fasta,6001,6001,67352,36102072,690
SW_random,SW_ASM_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_5.fasta,6001,6001,56076,36198272,690
SW_random,SW_ASM_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_5.fasta,6001,6001,47765,36294528,690
NW_random,NW_C_LIN,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_5.fasta,6001,6001,100089,36018002,664
NW_random,NW_C_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_5.fasta,6001,6001,56206,36102072,664
NW_random,NW_C_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_5.fasta,6001,6001,55977,36198272,664
NW_random,NW_C_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_5.fasta,6001,6001,71355,36294528,664
NW_random,NW_ASM_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_5.fasta,6001,6001,57137,36102072,664
NW_random,NW_ASM_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_5.fasta,6001,6001,50055,36198272,664
NW_random,NW_ASM_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_5.fasta,6001,6001,43398,36294528,664
SW_random,SW_C_LIN,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_4.fasta,6001,6001,106225,36018002,689
SW_random,SW_C_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_4.fasta,6001,6001,62164,36102072,689
SW_random,SW_C_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_4.fasta,6001,6001,58852,36198272,689
SW_random,SW_C_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_4.fasta,6001,6001,80990,36294528,689
SW_random,SW_ASM_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_4.fasta,6001,6001,67414,36102072,689
SW_random,SW_ASM_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_4.fasta,6001,6001,56165,36198272,689
SW_random,SW_ASM_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_4.fasta,6001,6001,47648,36294528,689
NW_random,NW_C_LIN,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_4.fasta,6001,6001,99846,36018002,677
NW_random,NW_C_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_4.fasta,6001,6001,56209,36102072,677
NW_random,NW_C_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_4.fasta,6001,6001,55799,36198272,677
NW_random,NW_C_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_4.fasta,6001,6001,71269,36294528,677
NW_random,NW_ASM_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_4.fasta,6001,6001,57093,36102072,677
NW_random,NW_ASM_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_4.fasta,6001,6001,49933,36198272,677
NW_random,NW_ASM_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_4.fasta,6001,6001,43411,36294528,677
SW_random,SW_C_LIN,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_10.fasta,6001,6001,106210,36018002,684
SW_random,SW_C_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_10.fasta,6001,6001,62396,36102072,684
SW_random,SW_C_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_10.fasta,6001,6001,58943,36198272,684
SW_random,SW_C_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_10.fasta,6001,6001,81051,36294528,684
SW_random,SW_ASM_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_10.fasta,6001,6001,67534,36102072,684
SW_random,SW_ASM_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_10.fasta,6001,6001,56158,36198272,684
SW_random,SW_ASM_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_10.fasta,6001,6001,47637,36294528,684
NW_random,NW_C_LIN,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_10.fasta,6001,6001,99696,36018002,671
NW_random,NW_C_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_10.fasta,6001,6001,56173,36102072,671
NW_random,NW_C_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_10.fasta,6001,6001,55760,36198272,671
NW_random,NW_C_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_10.fasta,6001,6001,71362,36294528,671
NW_random,NW_ASM_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_10.fasta,6001,6001,57179,36102072,671
NW_random,NW_ASM_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_10.fasta,6001,6001,50050,36198272,671
NW_random,NW_ASM_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_10.fasta,6001,6001,43452,36294528,671
SW_random,SW_C_LIN,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_7.fasta,6001,6001,106137,36018002,706
SW_random,SW_C_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_7.fasta,6001,6001,62351,36102072,706
SW_random,SW_C_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_7.fasta,6001,6001,59011,36198272,706
SW_random,SW_C_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_7.fasta,6001,6001,81280,36294528,706
SW_random,SW_ASM_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_7.fasta,6001,6001,67589,36102072,706
SW_random,SW_ASM_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_7.fasta,6001,6001,56185,36198272,706
SW_random,SW_ASM_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_7.fasta,6001,6001,47707,36294528,706
NW_random,NW_C_LIN,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_7.fasta,6001,6001,100088,36018002,639
NW_random,NW_C_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_7.fasta,6001,6001,56271,36102072,639
NW_random,NW_C_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_7.fasta,6001,6001,56043,36198272,639
NW_random,NW_C_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_7.fasta,6001,6001,71606,36294528,639
NW_random,NW_ASM_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_7.fasta,6001,6001,57427,36102072,639
NW_random,NW_ASM_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_7.fasta,6001,6001,50150,36198272,639
NW_random,NW_ASM_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_7.fasta,6001,6001,43714,36294528,639
SW_random,SW_C_LIN,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_3.fasta,6001,6001,106357,36018002,690
SW_random,SW_C_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_3.fasta,6001,6001,63012,36102072,690
SW_random,SW_C_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_3.fasta,6001,6001,58907,36198272,690
SW_random,SW_C_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_3.fasta,6001,6001,81031,36294528,690
SW_random,SW_ASM_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_3.fasta,6001,6001,67541,36102072,690
SW_random,SW_ASM_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_3.fasta,6001,6001,56209,36198272,690
SW_random,SW_ASM_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_3.fasta,6001,6001,47922,36294528,690
NW_random,NW_C_LIN,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_3.fasta,6001,6001,99997,36018002,666
NW_random,NW_C_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_3.fasta,6001,6001,56228,36102072,666
NW_random,NW_C_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_3.fasta,6001,6001,55946,36198272,666
NW_random,NW_C_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_3.fasta,6001,6001,71543,36294528,666
NW_random,NW_ASM_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_3.fasta,6001,6001,57345,36102072,666
NW_random,NW_ASM_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_3.fasta,6001,6001,50206,36198272,666
NW_random,NW_ASM_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_3.fasta,6001,6001,43567,36294528,666
SW_random,SW_C_LIN,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_6.fasta,6001,6001,106135,36018002,731
SW_random,SW_C_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_6.fasta,6001,6001,62301,36102072,731
SW_random,SW_C_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_6.fasta,6001,6001,58833,36198272,731
SW_random,SW_C_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_6.fasta,6001,6001,81023,36294528,731
SW_random,SW_ASM_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_6.fasta,6001,6001,67455,36102072,731
SW_random,SW_ASM_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_6.fasta,6001,6001,56026,36198272,731
SW_random,SW_ASM_AVX512,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_6.fasta,6001,6001,47756,36294528,731
NW_random,NW_C_LIN,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_6.fasta,6001,6001,99745,36018002,719
NW_random,NW_C_SSE,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_6.fasta,6001,6001,55866,36102072,719
NW_random,NW_C_AVX,../sequences/random/seq_6000_9.fasta,../sequences/random/seq_6000_6.fasta,6001,6001,55671,36198272,719
